,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
3652,PHD,2018,0.0,3,33,0,0,4,1
3653,Masters,2017,0.0,2,40,1,0,4,0
3654,Masters,2017,0.0,2,35,1,0,2,0
3655,Bachelors,2016,1.0,3,33,1,0,3,0
3656,Bachelors,2017,1.0,3,37,1,0,4,0
3657,Bachelors,2013,1.0,3,38,1,0,0,0
3658,Bachelors,2018,1.0,3,32,1,0,2,1
3659,Bachelors,2017,1.0,3,40,0,0,2,0
3660,Bachelors,2015,0.0,3,33,0,0,2,0
3661,Bachelors,2016,1.0,3,38,1,0,2,1
3663,Bachelors,2017,0.0,3,38,0,0,4,0
3664,Bachelors,2018,0.5,2,31,0,0,3,1
3665,Bachelors,2014,0.5,3,32,0,0,4,0
3666,Bachelors,2013,1.0,3,35,1,1,1,0
3667,Bachelors,2014,1.0,3,35,1,0,0,1
3668,Bachelors,2012,1.0,3,33,0,0,4,0
3669,Bachelors,2012,0.0,3,41,0,0,0,0
3670,Bachelors,2015,0.5,1,31,0,0,3,1
3671,Bachelors,2016,1.0,3,34,1,0,3,0
3672,Masters,2017,0.0,2,40,0,0,2,0
3673,Masters,2016,1.0,3,32,1,0,1,1
3675,Bachelors,2014,0.5,2,40,0,0,3,1
3676,Bachelors,2012,0.5,3,31,1,0,3,0
3677,Bachelors,2014,1.0,1,34,0,0,5,0
3678,Masters,2013,0.0,3,41,0,1,2,1
3679,Masters,2017,0.0,2,32,1,0,2,0
3680,Bachelors,2016,1.0,3,41,1,0,2,0
3682,Bachelors,2013,1.0,3,33,0,0,0,1
3683,Bachelors,2013,0.5,3,39,0,0,2,0
3684,Masters,2018,0.5,3,40,1,0,2,1
3685,Bachelors,2017,0.0,3,34,1,0,3,0
3686,Bachelors,2016,0.5,3,41,1,1,5,0
3687,Bachelors,2015,0.5,3,37,1,0,5,1
3688,Masters,2017,1.0,3,32,0,0,4,1
3689,Bachelors,2017,1.0,3,41,1,0,3,0
3690,Bachelors,2018,1.0,3,34,0,1,2,1
3691,Masters,2017,1.0,3,38,1,0,5,1
3692,Bachelors,2017,1.0,3,40,0,0,3,0
3693,Masters,2017,0.5,3,35,1,0,2,0
3694,Bachelors,2015,0.5,3,31,1,0,1,0
3695,Bachelors,2016,0.5,3,39,1,0,4,0
3696,Bachelors,2018,1.0,3,39,1,0,1,1
3697,Bachelors,2018,1.0,3,32,1,0,3,1
3698,Bachelors,2015,1.0,3,38,1,0,5,0
3699,Bachelors,2015,1.0,3,35,1,0,3,0
3700,Bachelors,2013,1.0,1,38,1,0,4,0
3701,Bachelors,2012,0.0,3,32,1,0,1,1
3702,Bachelors,2014,0.5,2,37,0,0,5,1
3703,Bachelors,2015,0.5,3,35,1,0,0,0
3704,Bachelors,2017,0.5,3,41,0,0,4,1
3705,Masters,2015,1.0,3,36,1,0,0,0
3706,Bachelors,2017,1.0,3,35,1,0,2,0
3707,Masters,2017,0.0,2,36,1,0,2,1
3708,Masters,2017,1.0,1,34,1,0,1,0
3709,Bachelors,2015,1.0,3,36,1,0,3,0
3710,Bachelors,2017,0.5,2,33,1,0,3,0
3712,PHD,2013,0.0,3,35,0,1,3,1
3713,Bachelors,2015,0.0,2,37,0,0,3,1
3715,Bachelors,2017,0.5,2,40,0,0,2,1
3716,Bachelors,2015,0.5,3,32,0,0,3,1
3717,Bachelors,2015,1.0,3,35,1,1,2,0
3718,Bachelors,2012,1.0,3,38,1,1,0,0
3720,Masters,2015,0.5,3,36,1,0,3,0
3721,Masters,2014,0.0,3,32,0,0,5,0
3722,Bachelors,2018,0.5,2,37,0,0,0,1
3723,Bachelors,2018,0.5,3,35,0,0,0,1
3724,Bachelors,2015,0.5,1,36,0,0,4,1
3725,Bachelors,2015,0.0,2,34,0,0,5,1
3726,Masters,2017,0.0,2,35,0,0,0,0
3727,Masters,2017,0.0,2,38,0,0,5,0
3728,Bachelors,2015,0.5,2,39,0,0,5,1
3729,Bachelors,2012,0.5,2,32,0,0,5,1
3730,Bachelors,2015,1.0,3,39,1,0,2,0
3731,Bachelors,2015,1.0,3,39,1,0,2,1
3733,Bachelors,2015,1.0,3,32,0,0,5,0
3734,Bachelors,2017,0.0,2,38,1,0,0,0
3735,Bachelors,2012,0.5,2,36,0,0,5,1
3736,Masters,2016,1.0,1,37,1,0,2,1
3737,Bachelors,2017,0.5,3,32,1,0,4,0
3738,Masters,2017,0.0,3,37,1,0,2,0
3739,Bachelors,2016,0.0,3,33,1,0,2,0
3740,Bachelors,2016,1.0,3,39,1,0,4,0
3742,Masters,2015,0.5,3,39,1,0,5,0
3744,Masters,2017,0.0,2,33,1,0,4,0
3745,Bachelors,2012,1.0,3,33,1,0,1,0
3746,Bachelors,2015,0.0,3,31,1,0,0,0
3747,PHD,2016,0.5,3,31,0,0,4,0
3748,Bachelors,2015,1.0,3,37,0,0,4,0
3749,Bachelors,2012,1.0,3,33,1,0,0,0
3750,Bachelors,2017,0.5,3,31,1,0,0,0
3751,Bachelors,2017,1.0,3,41,0,0,2,0
3752,Masters,2017,0.5,2,39,1,0,2,0
3753,Masters,2013,0.0,3,32,1,0,2,0
3754,Bachelors,2016,0.5,3,37,1,0,3,0
3755,Bachelors,2014,1.0,3,37,1,0,1,0
3756,Bachelors,2017,0.5,2,34,0,0,3,1
3757,Bachelors,2017,0.0,2,31,1,0,2,0
3758,Bachelors,2014,0.5,2,34,0,1,1,1
3760,Bachelors,2013,1.0,3,37,0,0,1,0
3761,Bachelors,2015,0.5,1,34,0,0,3,1
3762,Bachelors,2015,1.0,3,33,1,0,2,0
3763,Bachelors,2016,1.0,3,37,1,0,4,0
3765,Bachelors,2012,1.0,1,38,0,0,1,0
3766,Bachelors,2016,0.5,3,40,1,0,5,0
3767,Bachelors,2017,0.0,3,33,0,0,1,1
3768,Bachelors,2016,0.0,3,33,1,0,1,0
3769,Masters,2013,0.0,3,37,1,1,2,0
3770,Bachelors,2017,0.0,2,36,0,0,2,0
3771,Bachelors,2012,1.0,3,36,0,0,5,0
3772,Bachelors,2015,1.0,3,41,1,0,1,0
3773,Masters,2014,0.0,3,40,1,0,5,0
3775,Masters,2017,1.0,2,41,1,1,2,1
3776,Bachelors,2015,0.5,3,33,1,0,5,0
3777,Masters,2017,0.0,2,37,0,0,2,0
3778,Bachelors,2017,0.0,2,33,1,0,0,0
3780,Masters,2018,0.0,3,36,1,0,2,1
3781,Bachelors,2018,1.0,3,40,1,1,3,1
3782,Masters,2018,1.0,3,40,1,0,2,1
3783,Bachelors,2014,1.0,3,34,1,0,3,0
3784,Bachelors,2012,0.5,3,39,1,0,5,0
3785,Bachelors,2017,0.5,2,33,1,0,1,1
3787,Bachelors,2012,0.0,3,40,1,0,3,0
3788,Bachelors,2018,1.0,3,38,1,0,1,1
3789,Bachelors,2016,1.0,3,40,1,1,1,0
3790,Bachelors,2014,0.0,3,38,0,0,0,0
3791,Bachelors,2016,1.0,3,34,1,1,1,0
3792,Masters,2016,0.0,3,37,0,0,3,1
3794,Bachelors,2015,0.0,3,40,0,0,1,0
3795,Masters,2016,1.0,3,37,1,0,2,1
3796,Bachelors,2016,0.5,2,37,0,0,3,1
3797,Bachelors,2013,0.5,3,32,1,0,1,0
3798,Masters,2017,0.0,1,35,1,0,5,0
3799,Bachelors,2016,1.0,1,38,1,0,3,0
3800,Bachelors,2017,0.5,3,34,0,0,1,0
3801,Bachelors,2014,1.0,3,32,1,0,2,1
3803,Bachelors,2017,0.0,2,37,1,0,4,0
3804,Bachelors,2014,1.0,3,35,1,0,2,0
3806,Bachelors,2012,1.0,3,40,1,1,2,0
3808,Masters,2013,0.0,3,41,0,0,2,0
3809,Bachelors,2015,1.0,3,34,0,0,4,0
3810,Bachelors,2012,0.0,3,34,0,0,4,0
3811,Bachelors,2013,0.5,2,36,1,0,2,1
3812,Masters,2016,0.0,3,39,0,0,1,0
3813,Bachelors,2014,0.0,3,41,1,0,5,0
3814,Bachelors,2015,1.0,3,40,1,0,0,0
3815,Bachelors,2017,1.0,3,34,0,0,5,0
3817,Bachelors,2012,0.5,3,40,1,0,3,0
3818,Bachelors,2013,0.5,3,32,1,0,5,0
3819,Bachelors,2018,0.5,3,38,1,0,3,1
3820,Bachelors,2016,1.0,3,40,1,0,3,0
3821,PHD,2013,1.0,3,41,1,0,4,0
3822,Bachelors,2014,1.0,3,36,0,0,0,0
3823,Bachelors,2015,0.5,2,33,0,1,3,1
3824,Bachelors,2016,0.0,3,37,1,0,3,0
3825,Bachelors,2015,0.5,3,38,1,0,4,0
3826,Bachelors,2017,1.0,3,32,1,0,4,0
3827,Bachelors,2017,0.5,3,33,1,0,1,0
3829,Bachelors,2015,0.5,3,40,0,0,5,1
3830,Bachelors,2014,1.0,3,35,1,1,0,0
3831,Masters,2016,0.0,3,37,0,0,5,0
3832,Bachelors,2016,1.0,3,37,1,1,2,0
3833,Bachelors,2015,1.0,3,36,1,0,2,0
3834,Bachelors,2017,1.0,3,33,0,0,4,1
3836,Bachelors,2016,0.5,3,32,1,0,3,0
3837,Bachelors,2017,1.0,3,35,0,0,1,1
3838,Bachelors,2014,0.5,2,34,0,0,2,1
3839,Masters,2017,0.5,2,40,1,0,5,0
3840,Bachelors,2016,1.0,3,37,0,0,4,0
3841,Bachelors,2015,1.0,1,36,1,0,1,0
3842,Bachelors,2012,0.5,3,41,0,0,1,0
3843,Bachelors,2016,0.5,3,36,1,0,0,0
3844,Bachelors,2017,1.0,3,31,0,0,2,0
3845,Bachelors,2017,0.5,3,31,1,0,3,0
3846,Bachelors,2014,0.5,3,33,1,0,2,0
3847,Bachelors,2017,1.0,3,35,1,1,0,0
3848,PHD,2016,0.0,3,34,1,0,1,0
3849,Bachelors,2014,1.0,3,39,0,0,4,0
3850,Masters,2015,1.0,3,31,1,0,1,1
3851,Bachelors,2015,0.5,3,32,0,0,0,1
3852,Bachelors,2017,1.0,3,33,1,0,0,1
3853,Bachelors,2014,1.0,3,34,1,1,1,0
3854,Masters,2014,0.5,3,39,1,0,2,0
3855,Bachelors,2017,0.0,2,41,0,0,2,1
3856,Bachelors,2017,0.0,2,34,1,0,2,0
3857,Bachelors,2013,1.0,3,36,0,0,5,0
3859,Bachelors,2012,0.5,3,37,1,0,5,0
3860,Bachelors,2016,1.0,3,36,1,0,4,0
3861,Bachelors,2014,0.0,3,38,0,0,1,0
3862,Bachelors,2017,1.0,3,38,0,0,3,0
3863,Masters,2016,0.0,3,37,0,0,2,1
3864,Bachelors,2012,1.0,3,34,1,0,2,0
3865,Bachelors,2015,1.0,3,31,1,0,2,0
3866,Bachelors,2015,0.5,2,32,0,0,2,1
3867,Masters,2018,0.0,3,35,1,0,2,1
3868,Bachelors,2017,1.0,3,31,1,1,2,0
3869,Bachelors,2015,1.0,1,32,1,1,0,1
3870,Bachelors,2015,1.0,3,31,0,0,5,0
3871,Bachelors,2018,1.0,3,37,1,0,5,1
3872,PHD,2018,0.0,3,40,1,0,3,1
3873,Bachelors,2015,1.0,1,41,1,0,1,0
3874,Bachelors,2017,0.5,3,34,1,0,5,0
3875,Bachelors,2014,1.0,3,36,1,1,3,0
3876,Bachelors,2013,0.5,3,35,1,0,1,0
3877,Masters,2017,0.0,3,38,0,0,3,0
3878,Bachelors,2017,1.0,3,33,1,0,1,0
3879,Bachelors,2014,1.0,3,38,0,0,2,0
3881,Bachelors,2017,0.5,2,40,1,0,4,0
3882,Bachelors,2013,0.0,3,39,1,0,5,0
3883,Bachelors,2014,0.0,3,33,0,0,4,0
3886,Bachelors,2015,1.0,3,38,0,0,4,0
3887,Bachelors,2013,1.0,3,38,1,0,2,0
3888,Bachelors,2017,1.0,3,35,1,0,0,0
3891,Bachelors,2013,0.0,3,38,0,0,4,1
3893,Bachelors,2018,1.0,3,36,0,0,2,1
3894,PHD,2013,0.0,3,36,1,0,3,1
3895,Bachelors,2014,0.5,3,41,1,0,4,0
3896,Bachelors,2014,1.0,3,35,1,1,1,0
3897,Bachelors,2017,1.0,3,38,1,0,5,0
3898,Bachelors,2017,0.0,2,41,0,0,0,0
3899,Bachelors,2012,1.0,1,34,1,0,0,0
3900,Bachelors,2016,1.0,3,39,0,0,3,1
3902,Bachelors,2015,0.5,2,39,0,1,0,1
3904,Masters,2012,0.0,3,34,0,0,3,0
3905,Bachelors,2015,1.0,3,39,1,0,1,0
3908,Bachelors,2016,1.0,3,31,0,0,2,0
3909,Bachelors,2016,1.0,3,39,0,0,0,0
3910,Bachelors,2013,1.0,3,31,0,0,1,0
3911,Bachelors,2012,1.0,3,36,1,0,1,0
3912,Bachelors,2017,0.0,3,37,1,0,0,0
3913,Bachelors,2015,0.5,1,38,0,0,1,1
3914,PHD,2017,0.5,3,41,1,0,2,0
3915,Bachelors,2018,1.0,3,32,1,0,4,1
3916,Bachelors,2018,0.5,3,35,1,0,0,1
3917,Bachelors,2017,1.0,3,35,1,0,1,0
3919,Bachelors,2015,1.0,3,31,1,0,1,1
3920,Bachelors,2015,1.0,3,41,1,0,4,0
3921,Bachelors,2012,1.0,3,33,1,1,0,0
3922,Bachelors,2012,0.0,2,38,0,0,1,1
3923,Masters,2012,1.0,3,39,0,0,3,1
3924,Bachelors,2015,1.0,1,36,0,0,2,0
3925,Masters,2017,1.0,2,31,1,0,5,0
3926,Masters,2017,0.0,2,39,0,0,2,1
3927,Masters,2017,0.0,3,41,1,0,3,1
3928,PHD,2018,0.0,3,33,0,0,0,1
3929,Bachelors,2015,1.0,3,38,1,0,1,0
3930,Bachelors,2017,0.5,2,31,1,0,0,0
3931,Bachelors,2014,1.0,3,34,1,0,4,0
3932,Bachelors,2017,1.0,3,40,1,0,2,0
3934,Bachelors,2015,1.0,3,36,0,0,2,0
3935,Bachelors,2017,0.0,2,41,0,0,4,0
3936,Bachelors,2017,1.0,3,37,1,0,3,0
3937,Bachelors,2017,0.0,3,33,1,0,5,0
3938,Bachelors,2017,0.0,3,41,0,0,4,0
3939,Bachelors,2017,1.0,3,37,0,0,2,0
3940,Bachelors,2017,0.5,3,38,1,1,5,0
3941,Bachelors,2015,1.0,3,34,1,0,2,1
3942,Bachelors,2017,0.5,3,37,0,0,0,0
3943,Bachelors,2014,1.0,3,34,1,0,0,1
3944,Bachelors,2012,0.5,3,32,1,0,1,0
3945,Masters,2012,0.0,3,35,0,0,4,1
3946,Bachelors,2013,0.5,3,36,1,0,3,0
3947,Bachelors,2015,1.0,3,34,0,0,2,0
3948,Bachelors,2014,1.0,3,37,0,0,3,0
3949,Bachelors,2016,1.0,3,40,0,1,4,0
3950,Bachelors,2014,0.5,3,33,1,0,4,0
3951,Bachelors,2016,1.0,3,39,0,0,4,0
3953,Bachelors,2013,1.0,1,34,1,0,4,1
3955,PHD,2013,1.0,3,32,1,0,5,0
3957,Bachelors,2017,0.0,1,31,0,0,4,1
3958,Masters,2016,0.0,3,41,0,0,4,0
3960,Bachelors,2016,1.0,3,39,1,0,7,0
3961,Bachelors,2014,1.0,3,35,1,0,5,0
3962,Bachelors,2016,0.5,3,38,0,0,7,0
3963,Bachelors,2016,1.0,3,33,1,0,6,0
3964,Bachelors,2014,0.5,3,33,1,0,6,0
3965,Bachelors,2012,1.0,3,35,1,0,5,0
3966,PHD,2013,0.0,3,40,1,0,5,0
3967,Bachelors,2012,1.0,3,40,0,0,5,0
3968,Bachelors,2017,1.0,3,39,1,0,5,0
3969,Bachelors,2017,1.0,3,33,0,0,6,0
3970,Bachelors,2014,1.0,3,32,0,0,5,0
3971,Masters,2014,1.0,3,40,0,0,7,1
3972,Bachelors,2017,0.0,2,33,1,0,6,0
3973,Masters,2016,0.0,1,31,0,0,5,1
3974,Bachelors,2013,1.0,3,35,0,0,5,0
3975,Bachelors,2014,1.0,3,39,1,0,7,1
3976,Masters,2018,1.0,3,39,0,0,6,1
3977,Masters,2017,0.5,2,38,0,0,2,0
3978,Bachelors,2012,1.0,3,38,1,0,7,1
3979,Masters,2017,0.0,2,40,0,1,2,0
3980,Bachelors,2018,1.0,3,38,1,0,6,1
3981,Bachelors,2013,1.0,3,34,1,0,6,0
3982,Bachelors,2012,1.0,1,35,1,0,7,0
3983,Masters,2013,0.0,1,41,1,0,5,0
3984,PHD,2014,0.0,2,37,0,0,5,0
3985,Bachelors,2015,0.5,3,34,1,1,7,0
3986,Bachelors,2014,1.0,3,35,1,1,5,0
3987,Bachelors,2013,1.0,1,38,1,0,6,0
3988,Bachelors,2016,1.0,3,38,0,0,7,0
3989,Bachelors,2015,0.5,2,41,0,0,7,0
3990,Bachelors,2018,1.0,3,34,1,0,5,1
3991,Bachelors,2017,0.5,2,22,1,0,0,0
3992,Bachelors,2018,1.0,2,26,0,0,4,1
3993,Bachelors,2012,1.0,3,22,1,0,0,0
3995,Bachelors,2016,1.0,3,29,1,0,0,0
3996,Bachelors,2017,0.0,3,36,0,0,0,0
3997,Bachelors,2014,1.0,3,37,0,0,1,0
3998,Bachelors,2013,0.0,2,34,0,0,4,1
3999,Bachelors,2012,0.5,3,34,0,0,2,1
4000,Bachelors,2012,1.0,3,25,0,0,3,1
4001,Bachelors,2012,1.0,3,31,1,0,0,0
4002,Bachelors,2015,0.0,3,36,0,0,2,0
4003,Bachelors,2016,1.0,3,31,1,1,5,0
4004,Bachelors,2015,1.0,3,34,1,0,4,0
4005,Masters,2014,0.0,3,28,1,1,2,1
4009,Bachelors,2012,1.0,1,28,0,1,1,0
4011,Bachelors,2013,1.0,3,23,1,1,1,1
4014,Masters,2017,0.0,2,31,0,0,2,0
4015,PHD,2018,0.0,3,34,1,0,0,1
4016,Bachelors,2016,1.0,3,36,0,0,2,0
4017,PHD,2017,0.0,3,40,1,0,3,0
4018,Masters,2012,0.0,3,34,0,0,2,0
4019,Bachelors,2018,1.0,3,37,1,0,2,1
4020,Bachelors,2012,1.0,3,38,1,0,3,0
4021,Bachelors,2017,0.0,2,22,0,0,0,0
4022,Bachelors,2016,0.5,2,36,0,0,0,1
4023,Bachelors,2013,0.0,2,35,0,0,1,1
4024,Bachelors,2012,0.0,3,22,0,0,0,0
4028,Bachelors,2017,1.0,2,23,1,0,1,0
4029,Bachelors,2014,0.5,2,32,1,0,3,1
4031,Masters,2017,1.0,3,38,1,0,2,0
4034,Bachelors,2018,0.5,2,36,0,0,5,1
4036,Bachelors,2018,0.5,2,39,0,0,4,1
4038,Masters,2018,0.5,3,39,1,0,2,1
4039,Masters,2018,0.0,3,39,0,0,2,1
4041,Bachelors,2013,1.0,3,36,1,0,5,1
4043,Bachelors,2017,1.0,3,28,0,0,3,0
4046,Bachelors,2017,0.0,3,23,1,0,1,0
4048,Bachelors,2014,1.0,3,22,1,0,0,0
4051,Masters,2014,0.5,1,33,0,0,1,0
4053,Bachelors,2013,0.5,3,25,0,1,3,1
4054,Masters,2017,0.0,2,23,1,0,1,1
4056,Bachelors,2014,1.0,3,33,1,0,5,0
4057,Masters,2018,1.0,3,30,1,1,2,1
4059,Bachelors,2012,0.5,2,31,0,0,5,1
4060,Masters,2018,0.0,3,23,0,0,1,1
4063,Bachelors,2013,0.0,3,26,0,1,4,0
4065,Bachelors,2016,1.0,1,30,1,0,4,1
4066,Bachelors,2012,1.0,3,37,1,0,4,1
4067,Bachelors,2017,1.0,1,34,1,1,0,0
4068,Bachelors,2012,1.0,3,38,0,0,0,0
4069,Masters,2013,0.0,2,22,1,1,0,1
4070,Bachelors,2015,0.5,1,22,0,0,0,1
4071,Masters,2015,0.5,2,33,0,0,2,1
4072,Bachelors,2015,1.0,3,32,1,0,1,0
4073,Masters,2015,0.5,2,34,0,0,2,0
4074,Bachelors,2017,1.0,3,36,0,0,1,0
4080,Masters,2013,0.5,3,22,0,1,0,1
4083,Bachelors,2013,1.0,3,34,0,1,2,0
4084,Masters,2017,0.5,2,23,1,0,1,1
4085,Bachelors,2012,0.5,3,36,1,0,4,0
4086,PHD,2018,0.0,3,28,1,0,4,1
4087,PHD,2013,1.0,3,28,1,0,4,0
4088,Bachelors,2016,1.0,3,33,0,0,4,0
4089,Bachelors,2013,1.0,3,39,1,0,3,0
4090,Bachelors,2015,0.0,3,25,0,1,3,0
4091,Bachelors,2014,0.5,3,32,1,0,2,0
4092,Bachelors,2015,0.5,3,23,0,0,1,1
4094,Bachelors,2013,0.5,2,24,1,0,2,1
4095,Bachelors,2012,1.0,3,36,0,0,2,1
4096,Bachelors,2018,1.0,3,40,1,0,4,1
4097,Bachelors,2012,0.0,3,38,0,0,1,0
4100,Bachelors,2012,1.0,3,37,1,0,5,0
4101,Bachelors,2018,0.5,3,40,1,0,3,1
4102,Bachelors,2018,1.0,3,32,1,1,0,1
4103,Bachelors,2012,0.0,3,28,0,0,1,0
4104,Bachelors,2016,0.5,3,29,1,1,5,0
4106,PHD,2013,1.0,3,35,1,0,3,1
4109,Bachelors,2012,0.5,1,35,1,0,1,0
4110,Bachelors,2017,1.0,3,37,1,0,2,0
4111,Masters,2018,0.5,3,40,0,0,2,1
4112,Bachelors,2018,1.0,3,23,1,0,1,1
4114,PHD,2018,0.0,3,37,1,0,3,1
4115,Bachelors,2015,1.0,3,23,0,0,1,0
4117,Bachelors,2017,1.0,3,36,0,0,3,1
4118,Bachelors,2013,1.0,3,40,0,0,3,0
4126,Bachelors,2015,1.0,3,35,0,0,1,1
4127,Bachelors,2014,0.0,3,33,0,1,4,0
4129,Bachelors,2014,0.0,3,40,0,0,3,0
4131,Bachelors,2017,0.5,2,34,1,0,2,0
4134,Bachelors,2013,0.5,3,33,1,0,5,0
4135,Bachelors,2016,1.0,3,22,0,0,0,0
4137,Bachelors,2012,1.0,3,38,1,0,2,1
4138,Bachelors,2013,0.5,3,25,0,0,3,0
4139,Bachelors,2017,1.0,3,37,1,0,3,1
4141,Bachelors,2015,0.5,2,40,0,1,0,1
4143,Masters,2015,0.5,1,23,0,0,1,0
4144,Bachelors,2014,1.0,3,22,1,0,0,1
4145,Masters,2017,0.0,2,34,1,1,2,0
4146,Masters,2017,0.0,3,35,0,0,2,0
4147,Bachelors,2014,0.5,3,23,1,0,1,0
4149,Bachelors,2015,0.5,3,32,0,0,1,0
4153,Bachelors,2017,1.0,3,33,1,0,4,0
4154,PHD,2016,0.0,3,22,1,0,0,0
4155,Masters,2015,0.5,2,39,0,0,2,0
4156,Masters,2018,0.0,3,30,0,1,2,1
4157,Bachelors,2014,1.0,3,38,0,0,5,1
4158,Bachelors,2012,0.0,3,36,0,0,4,0
4159,Bachelors,2012,0.5,2,38,1,0,5,0
4162,Bachelors,2015,1.0,3,35,0,0,0,1
4163,Bachelors,2013,0.0,3,23,0,0,1,0
4164,Masters,2017,0.0,2,23,0,0,1,1
4167,Bachelors,2014,0.5,3,33,1,1,4,0
4168,Bachelors,2015,1.0,3,38,0,0,5,0
4169,Bachelors,2015,0.5,3,40,1,1,0,0
4173,Bachelors,2016,0.5,3,24,0,0,2,0
4174,Bachelors,2018,1.0,3,35,1,1,5,1
4176,Masters,2013,0.0,3,30,0,0,3,0
4178,Bachelors,2017,1.0,3,40,1,0,0,0
4179,Masters,2017,0.5,2,27,0,0,5,1
4180,Bachelors,2016,0.5,3,38,1,1,0,0
4181,Bachelors,2014,0.0,3,34,0,0,5,0
4183,Bachelors,2016,1.0,3,38,1,0,4,0
4184,Bachelors,2014,0.5,1,37,1,0,1,0
4185,Bachelors,2015,1.0,3,22,1,0,0,0
4186,Bachelors,2014,0.0,3,29,0,0,2,1
4187,Bachelors,2014,0.5,1,37,0,0,4,1
4189,Bachelors,2012,0.0,3,34,0,0,2,0
4192,Masters,2017,1.0,2,35,0,0,0,0
4194,Bachelors,2018,1.0,3,33,1,0,4,1
4197,Bachelors,2014,0.5,3,36,0,0,5,0
4199,Bachelors,2012,1.0,1,35,1,0,4,0
4200,PHD,2012,0.0,3,25,1,0,3,0
4201,Masters,2013,1.0,2,29,1,0,1,1
4202,Bachelors,2012,1.0,3,36,0,0,3,0
4204,Bachelors,2017,0.5,2,37,0,0,4,1
4208,Bachelors,2018,0.5,3,34,1,0,0,1
4210,Bachelors,2012,1.0,3,23,0,0,1,1
4211,Bachelors,2017,0.5,3,23,1,0,1,0
4213,Bachelors,2012,0.0,1,31,0,0,3,0
4216,PHD,2015,0.0,2,39,0,0,5,0
4217,Bachelors,2016,1.0,3,33,0,0,1,1
4218,Bachelors,2013,1.0,3,23,1,0,1,0
4219,Masters,2017,0.0,2,34,0,0,4,0
4220,Bachelors,2015,0.5,2,37,0,0,1,1
4221,Bachelors,2012,1.0,3,23,1,0,1,0
4226,Masters,2015,0.5,2,26,0,0,4,1
4228,Bachelors,2016,1.0,3,33,0,0,3,0
4229,Bachelors,2014,1.0,3,31,1,0,0,0
4230,Bachelors,2017,0.5,3,33,1,0,4,0
4231,Bachelors,2015,0.0,3,30,1,0,5,0
4232,Bachelors,2015,0.0,3,33,0,0,5,1
4233,Masters,2017,0.0,3,33,0,0,0,1
4234,Bachelors,2016,0.5,3,22,1,0,0,0
4237,Bachelors,2017,0.0,2,36,0,0,1,0
4238,Bachelors,2014,0.5,3,31,0,0,2,0
4239,Bachelors,2013,1.0,2,25,1,0,3,1
4240,Bachelors,2012,0.5,1,31,1,0,4,0
4241,Masters,2015,0.5,2,39,0,0,0,0
4243,Bachelors,2017,1.0,2,25,0,0,3,1
4245,Bachelors,2013,0.0,3,35,0,0,0,0
4246,Bachelors,2013,0.5,2,28,1,0,5,0
4247,Bachelors,2012,1.0,3,32,0,0,0,0
4248,Masters,2017,0.0,2,22,1,0,0,1
4249,Bachelors,2014,0.5,3,36,0,0,5,1
4251,Bachelors,2014,1.0,3,39,0,0,1,0
4254,Masters,2014,0.5,3,38,1,1,2,0
4256,Bachelors,2013,1.0,3,33,1,0,2,0
4259,Bachelors,2018,0.5,3,28,1,1,0,1
4260,Masters,2017,0.5,3,32,1,1,2,0
4261,PHD,2016,0.0,3,33,1,0,0,1
4262,Bachelors,2014,0.0,3,32,1,0,5,0
4265,Bachelors,2012,0.5,2,35,0,0,2,1
4266,PHD,2013,1.0,3,40,1,0,1,0
4267,Bachelors,2017,0.0,2,34,0,0,4,0
4268,Bachelors,2016,0.0,3,39,0,0,0,0
4271,Bachelors,2013,1.0,3,29,1,0,4,0
4272,Bachelors,2015,0.5,2,23,0,1,1,1
4273,Bachelors,2015,0.5,3,32,1,0,0,0
4274,Bachelors,2014,0.5,3,28,1,1,4,0
4275,Masters,2013,0.0,2,32,1,1,2,1
4276,Bachelors,2012,0.0,3,32,0,0,0,0
4278,PHD,2017,0.5,3,30,1,0,5,0
4279,PHD,2015,0.0,3,31,1,0,3,0
4281,Bachelors,2013,1.0,3,37,0,0,4,0
4284,Bachelors,2015,0.5,2,22,0,0,0,1
4288,PHD,2015,0.0,1,38,1,0,5,0
4289,Bachelors,2016,0.0,2,26,0,0,4,1
4290,Masters,2017,0.0,2,31,1,0,4,0
4291,Masters,2014,0.0,3,28,1,0,5,0
4292,PHD,2017,0.0,3,34,0,0,3,0
4293,Masters,2013,1.0,3,31,1,0,2,0
4295,Bachelors,2013,0.5,3,40,0,0,1,1
4298,Bachelors,2018,0.5,3,32,0,0,1,1
4302,Masters,2013,0.0,3,31,1,0,2,1
4304,Bachelors,2014,1.0,3,31,1,0,5,0
4305,Bachelors,2015,0.5,3,22,1,0,0,0
4307,PHD,2018,0.0,3,38,0,0,5,1
4308,Bachelors,2015,1.0,3,23,1,1,1,0
4310,Bachelors,2016,1.0,3,34,1,0,1,0
4313,Bachelors,2015,0.5,3,37,0,0,1,1
4314,PHD,2013,0.0,3,23,1,0,1,0
4316,Bachelors,2014,0.0,3,23,1,0,1,0
4320,Bachelors,2018,0.5,2,28,0,0,4,1
4321,Bachelors,2014,0.5,3,33,1,0,3,0
4322,Bachelors,2018,1.0,3,35,0,0,2,1
